id,name_en,segment_count,a_count,u_count,coronal_count,total_score_en
829,gossifleur,4,0,0,2,6
830,eldegoss,4,0,0,3,7
831,wooloo,2,0,0,1,3
832,dubwool,4,0,0,2,6
833,chewtle,3,0,0,3,6
834,drednaw,4,0,0,4,8
835,yamper,3,0,0,0,3
836,boltund,5,0,0,4,9
837,rolycoly,4,0,0,3,7
838,carkol,4,0,0,2,6
839,coalossal,4,0,0,3,7
840,applin,3,0,0,2,5
841,flapple,4,0,0,2,6
842,appletun,4,0,0,3,7
843,silicobra,5,0,0,3,8
844,sandaconda,6,0,0,5,11
845,cramorant,5,0,0,3,8
846,arrokuda,3,0,0,2,5
847,barraskewda,4,0,0,2,6
848,toxel,4,0,0,3,7
849,toxtricity-amped,9,0,0,7,16
850,sizzlipede,5,0,0,5,10
851,centiskorch,6,0,0,5,11
852,clobbopus,6,0,0,2,8
853,grapploct,6,0,0,3,9
854,sinistea,4,0,0,4,8
855,polteageist,6,0,0,4,10
856,hatenna,3,0,0,2,5
857,hattrem,4,0,0,2,6
858,hatterene,3,0,0,2,5
859,impidimp,5,0,0,1,6
860,morgrem,5,0,0,2,7
861,grimmsnarl,6,0,0,3,9
862,obstagoon,5,0,0,3,8
863,perrserker,3,0,0,1,4
864,cursola,3,0,0,2,5
865,sirfetchd,4,0,0,2,6
866,mr-rime,3,0,0,2,5
867,runerigus,4,0,0,3,7
868,milcery,3,0,0,2,5
869,alcremie,4,0,0,2,6
870,falinks,5,0,0,2,7
871,pincurchin,5,0,0,2,7
872,snom,3,0,0,2,5
873,frosmoth,5,0,0,3,8
874,stonjourner,6,0,0,6,12
875,eiscue-ice,3,0,0,2,5
876,indeedee-male,6,0,0,5,11
877,morpeko-full-belly,6,0,0,2,8
878,cufant,5,0,0,2,7
879,copperajah,3,0,0,1,4
880,dracozolt,6,0,0,5,11
881,arctozolt,7,0,0,6,13
882,dracovish,5,0,0,3,8
883,arctovish,5,0,0,3,8
884,duraludon,6,0,0,5,11
885,dreepy,3,0,0,2,5
886,drakloak,5,0,0,3,8
887,dragapult,6,0,0,4,10
888,zacian,3,0,0,3,6
889,zamazenta,5,0,0,4,9
890,eternatus,4,0,0,4,8
891,kubfu,4,0,0,0,4
892,urshifu-single-strike,6,0,0,4,10
893,zarude,3,0,0,3,6
894,regieleki,4,0,0,3,7
895,regidrago,4,0,0,3,7
896,glastrier,5,0,0,4,9
897,spectrier,5,0,0,3,8
898,calyrex,4,0,0,2,6
899,wyrdeer,3,0,0,2,5
900,kleavor,3,0,0,1,4
901,ursaluna,4,0,0,4,8
902,basculegion-male,8,0,0,5,13
903,sneasler,4,0,0,4,8
904,overqwil,4,0,0,1,5
905,enamorus-incarnate,7,0,0,4,11
906,sprigatito,6,0,0,4,10
907,floragato,5,0,0,4,9
908,meowscarada,5,0,0,3,8
909,fuecoco,4,0,0,0,4
910,crocalor,4,0,0,2,6
911,skeledirge,4,0,0,3,7
912,quaxly,5,0,0,2,7
913,quaxwell,6,0,0,2,8
914,quaquaval,6,0,0,1,7
915,lechonk,4,0,0,1,5
916,oinkologne-male,7,0,0,2,9
917,tarountula,5,0,0,5,10
918,spidops,5,0,0,3,8
919,nymble,4,0,0,2,6
920,lokix,4,0,0,2,6
921,pawmi,2,0,0,0,2
922,pawmo,2,0,0,0,2
923,pawmot,3,0,0,1,4
924,tandemaus,5,0,0,4,9
925,maushold-family-of-four,7,0,0,3,10
926,fidough,2,0,0,1,3
927,dachsbun,5,0,0,3,8
928,smoliv,4,0,0,2,6
929,dolliv,3,0,0,2,5
930,arboliva,4,0,0,2,6
931,squawkabilly-green-plumage,10,0,0,5,15
932,nacli,3,0,0,2,5
933,naclstack,5,0,0,3,8
934,garganacl,6,0,0,3,9
935,charcadet,5,0,0,4,9
936,armarouge,3,0,0,2,5
937,ceruledge,3,0,0,3,6
938,tadbulb,4,0,0,3,7
939,bellibolt,5,0,0,3,8
940,wattrel,5,0,0,4,9
941,kilowattrel,5,0,0,3,8
942,maschiff,4,0,0,2,6
943,mabosstiff,6,0,0,2,8
944,shroodle,4,0,0,4,8
945,grafaiai,4,0,0,1,5
946,bramblin,6,0,0,3,9
947,brambleghast,8,0,0,4,12
948,toedscool,4,0,0,3,7
949,toedscruel,5,0,0,3,8
950,klawf,3,0,0,1,4
951,capsakid,5,0,0,2,7
952,scovillain,5,0,0,3,8
953,rellor,2,0,0,2,4
954,rabsca,4,0,0,2,6
955,flittle,4,0,0,3,7
956,espathra,4,0,0,3,7
957,tinkatink,6,0,0,4,10
958,tinkatuff,6,0,0,2,8
959,tinkaton,5,0,0,3,8
960,wiglett,4,0,0,2,6
961,wugtrio,4,0,0,2,6
962,bombirdier,5,0,0,2,7
963,finizen,4,0,0,3,7
964,palafin-zero,6,0,0,4,10
965,varoom,2,0,0,0,2
966,revavroom,5,0,0,2,7
967,cyclizar,4,0,0,3,7
968,orthworm,4,0,0,2,6
969,glimmet,4,0,0,2,6
970,glimmora,4,0,0,2,6
971,greavard,4,0,0,2,6
972,houndstone,6,0,0,5,11
973,flamigo,4,0,0,1,5
974,cetoddle,4,0,0,4,8
975,cetitan,4,0,0,4,8
976,veluza,3,0,0,2,5
977,dondozo,4,0,0,4,8
978,tatsugiri-curly,6,0,0,4,10
979,annihilape,4,0,0,2,6
980,clodsire,4,0,0,3,7
981,farigiraf,3,0,0,0,3
982,dudunsparce-two-segment,12,0,0,10,22
983,kingambit,6,0,0,1,7
984,great-tusk,5,0,0,3,8
985,scream-tail,6,0,0,4,10
986,brute-bonnet,6,0,0,3,9
987,flutter-mane,5,0,0,3,8
988,slither-wing,5,0,0,3,8
989,sandy-shocks,6,0,0,4,10
990,iron-treads,4,0,0,4,8
991,iron-bundle,5,0,0,4,9
992,iron-hands,5,0,0,4,9
993,iron-jugulis,6,0,0,5,11
994,iron-moth,4,0,0,3,7
995,iron-thorns,6,0,0,6,12
996,frigibax,6,0,0,2,8
997,arctibax,6,0,0,3,9
998,baxcalibur,7,0,0,3,10
999,gimmighoul,4,0,0,0,4
1000,gholdengo,5,0,0,2,7
